cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,Treated,outcome123
Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,0.0,0.0,65.43290262296732
Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,0.0,0.0,200.26291164957905
Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,0.0,0.0,71.98231442852978
Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,1.0,1.0,140.34181745783252
Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,0.0,0.0,104.41969256985013
Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,0.0,0.0,95.33837776134644
Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,1.0,0.0,104.78350517408079
Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,1.0,1.0,155.2661328057583
Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,0.0,0.0,105.94314014044815
Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,153.51059000651713
Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,0.0,1.0,64.65574139997199
Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,0.0,0.0,40.96712149976107
Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,0.0,1.0,120.16194549551511
Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,1.0,0.0,215.11186459127288
Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,1.0,0.0,62.50063674031122
Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,1.0,1.0,199.63467461139183
Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,0.0,1.0,124.3411066665832
Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,1.0,1.0,146.78312995530942
Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,1.0,1.0,74.8772653485543
Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,0.0,1.0,104.77929576635692
Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,174.79219320070922
Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,0.0,1.0,115.8011682756048
Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,1.0,1.0,41.045029389778406
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,0.0,0.0,128.5948388879807
Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,0.0,1.0,123.87876716103682
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,0.0,4.956352232745748
Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,0.0,190.7526614230509
Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,0.0,1.0,145.0298250206696
Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,1.0,1.0,139.21577117943144
Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,1.0,0.0,114.95427343746292
Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,0.0,1.0,154.1913961681278
Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,1.0,0.0,110.94272126929405
Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,0.0,1.0,130.02736691433842
Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,1.0,0.0,169.63438275073617
Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,0.0,1.0,189.9291271420797
Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,0.0,1.0,139.55262392810943
Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,1.0,1.0,159.10272157684506
Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,0.0,1.0,104.52796924538002
Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,1.0,1.0,99.80739202073973
Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,0.0,1.0,155.38725332304227
Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,125.2041063345533
Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,1.0,0.0,100.48134954149431
Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,0.0,1.0,125.35361700611351
Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,169.68857030960356
Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,0.0,0.0,176.66413276553425
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,0.0,1.0,222.61700423953587
Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,1.0,1.0,25.15260554873683
Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,0.0,1.0,170.54505793590488
Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,0.0,0.0,190.33283501533333
Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,0.0,0.0,144.98981485738702
Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,0.0,1.0,105.50215287758984
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,1.0,94.52276931413314
Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,0.0,1.0,131.77170312323477
Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,0.0,1.0,154.77139888683632
Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,0.0,1.0,180.01382146305411
Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,0.0,1.0,199.46891637661446
Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,0.0,0.0,69.99770897479041
Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,170.92546619409833
Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,0.0,0.0,135.13627493630563
Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,0.0,0.0,234.93837239583354
Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,0.0,0.0,114.47785732209972
Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,0.0,0.0,175.63368014730824
Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,1.0,245.60623824001254
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,1.0,1.0,146.12527865246187
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,1.0,0.0,71.84558202995555
Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,1.0,1.0,194.07275388891955
Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,0.0,1.0,173.83586768083012
Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,0.0,0.0,126.63733747175164
Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,0.0,0.0,30.376680017357785
Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,0.0,1.0,200.8514452362579
Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,110.33174902278091
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,1.0,0.0,175.77658610002902
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,0.0,1.0,86.56047013243159
Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,1.0,0.0,130.36362626608417
Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,0.0,0.0,79.86153974505443
Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,94.75412545392092
Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,0.0,1.0,194.4630943985571
Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,1.0,1.0,141.0300462141539
Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,0.0,105.13633108265935
Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,0.0,0.0,151.30308417867653
Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,1.0,0.0,155.81002059149094
Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,1.0,1.0,179.76543084253942
Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,0.0,0.0,140.90050545374245
Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,0.0,0.0,179.90571290131982
Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,1.0,0.0,69.04354188687313
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,1.0,0.0,89.66192369780909
Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,120.19855128439968
Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,1.0,104.04491426706696
Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,1.0,0.0,115.07058386685672
Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,0.0,1.0,239.18843103795035
Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,141.0697961633067
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,0.0,1.0,245.27441236005717
Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,1.0,0.0,271.43651346924804
Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,1.0,1.0,104.24740856857971
Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,1.0,1.0,214.626527923593
Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,1.0,0.0,205.42786774179083
Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,1.0,0.0,143.02283151822803
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,1.0,0.0,190.04157987887956
Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,0.0,1.0,160.3405325897433
Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,0.0,0.0,180.97789453288158
Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,175.39369899696155
Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,0.0,1.0,164.77524303325538
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,184.7819917909416
Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,0.0,1.0,159.1611567983353
Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,0.0,0.0,59.53173869058257
Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,149.01859723322082
Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,1.0,0.0,120.26725724835548
Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,0.0,0.0,143.4852716017913
Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,1.0,1.0,149.8739946404261
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,0.0,0.0,89.1641281801106
Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,129.67708590334934
Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,1.0,0.0,80.88722288703164
Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,0.0,0.0,194.0685670059177
Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,0.0,0.0,174.42756418910992
Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,0.0,0.0,165.37564850337998
Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,130.1982587390114
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,0.0,1.0,128.39097888052646
Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,1.0,0.0,99.78880382651852
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,0.0,0.0,155.41760124780458
Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,1.0,0.0,188.6967085948656
Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,0.0,1.0,155.75483419778732
Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,1.0,0.0,150.547022275075
Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,1.0,0.0,155.63663002075762
Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,1.0,134.47334796403618
Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,116.55174331428314
Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,0.0,0.0,174.17799298045074
Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,1.0,1.0,191.18628844987876
Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,1.0,0.0,178.49547852603627
Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,0.0,0.0,193.96308669510438
Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,1.0,0.0,149.27010838090422
Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,1.0,0.0,114.280254053433
Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,0.0,100.52972421911569
Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,0.0,0.0,76.48409929260616
Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,1.0,194.78823575237556
Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,1.0,1.0,216.3959238202296
Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,1.0,1.0,159.74718893440252
Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,0.0,105.35650616393124
Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,0.0,1.0,160.28049234128332
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,0.0,101.71149300094577
Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,1.0,1.0,178.40003075017955
Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,0.0,1.0,90.6801233233284
Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,1.0,130.38374810685715
Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,1.0,1.0,224.4974710394093
Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,1.0,1.0,168.9906431600839
Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,1.0,1.0,35.0065617781009
Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,0.0,0.0,65.13117694734538
Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,1.0,148.33001877151491
Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,165.69759999655892
Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,1.0,0.0,165.6493260406574
Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,1.0,0.0,110.92186560414528
Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,0.0,0.0,160.4524057793981
Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,1.0,0.0,117.79602436949678
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,1.0,1.0,144.93726751178374
Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,0.0,1.0,220.04776615662257
Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,0.0,0.0,179.85931143826878
Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,0.0,0.0,85.1600803651412
Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,1.0,0.0,197.0828285903817
Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,0.0,0.0,213.7297833115801
Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,1.0,1.0,101.03365984629757
Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,1.0,1.0,50.902644797053824
Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,1.0,1.0,220.93683093154843
Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,0.0,1.0,160.44733146722024
Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,1.0,0.0,99.22269000406315
Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,1.0,0.0,205.86684401334145
Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,1.0,1.0,95.31335455163406
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,1.0,0.0,164.92873530065498
Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,0.0,0.0,170.10114325017017
Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,141.24280070693683
